Id_Entidad;NIT:cv;Nombre;Depto;Municipio;Consecutivo
210352203;800019816:9;Colón (Génova) - Nariño;52;203;00428
210354003;890504612:0;Ábrego;54;003;00002
210376403;800100524:9;La Victoria - Valle del Cauca;76;403;02892
210405004;890981251:1;Abriaquí;05;004;00003
210405604;890984312:4;Remedios;05;604;03258
210415104;800023383:7;Boyacá;15;104;00225
210415204;891801932:1;Cómbita;15;204;00434
210415804;891800860:3;Tibaná;15;804;03576
210470204;892280053:7;Colosó (Ricaurte);70;001;00429
210473504;890700942:6;Ortega;73;504;03075
210518205;800095757:6;Curillo;18;205;00554
210525805;800018689:5;Tibacuy;25;805;03575
210527205;891680057:9;Condoto;27;205;00450
210547205;819003225:5;Concordia - Magdalena;47;205;00449
210547605;891780052:1;Remolino;47;605;03259
210552405;800019111:5;Leiva;52;405;02900
210554405;800044113:5;Los Patios;54;405;02914
210568705;890205973:1;Santa Bárbara - Santander;68;705;03397
210605206;890983718:6;Concepción - Antioquia;05;206;00446
210605306;890983786:7;Giraldo;05;306;02376
210608606;890103962:2;Repelón;08;606;03261
210613006;800037371:1;Achí;13;006;00007
210615106;800099721:1;Briceño - Boyacá;15;106;00227
210615806;891855361:6;Tibasosa;15;806;03577
210625506;890680088:3;Venecia - Cundinamarca;25;506;03730
210627006;891680050:8;Acandí;27;006;00005
210641006;891180069:1;Acevedo;41;006;00006
210641206;891180028:1;Colombia;41;206;00426
210641306;891180176:1;Gigante;41;306;02374
210650006;892001457:3;Acacías;50;006;00004
210650606;800098199:1;Restrepo - Meta;50;606;03262
210652506;800099115:6;Ospina;52;506;03076
210654206;800099236:9;Convención;54;206;00462
210668406;890206110:7;Lebrija;68;406;02899
210676306;800100520:1;Ginebra;76;306;02375
210676606;891902191:2;Restrepo - Valle del Cauca;76;606;03263
210705107;890984415:4;Briceño - Antioquia;05;107;00226
210705607;890983674:0;El Retiro;05;607;02032
210715407;891801268:7;Villa de Leyva;15;407;03739
210715507;891801362:1;Otanche;15;507;03077
210719807;891500742:5;Timbío;19;807;03582
210723807;800096807:0;Tierralta;23;807;03580
210725307;890680378:4;Girardot;25;307;02377
210725407;899999330:5;Lenguazaque;25;407;02902
210725807;800094782:6;Tibirita;25;807;03578
210741807;891180182:6;Timaná;41;807;03581
210747707;891780056:0;Santa Ana;47;707;03394
210752207;800019000:6;Consacá;52;207;00452
210768207;800104060:1;Concepción - Santander;68;207;00447
210768307;890204802:6;Girón;68;307;02379
210805308;890980807:1;Girardota;05;308;02378
210815808;800028436:1;Tinjacá;15;808;03584
210870508;800100729:1;Ovejas;70;508;03078
210870708;892200591:6;San Marcos;70;708;03365
210873408;890702034:2;Lérida;73;408;02903
210905209;890982261:8;Concordia - Antioquia;05;209;00448
210905809;890980781:7;Titiribí;05;809;03587
210915109;891808260:0;Buenavista - Boyacá;15;109;00231
210919809;800051167:1;Timbiquí;19;809;03583
210954109;890503483:2;Bucarasica;54;109;00229
210968209;890208947:3;Confines;68;209;00451
210976109;890399045:3;Buenaventura;76;109;00230
211005310;890983938:1;Gómez Plata;05;310;02380
211013810;800255213:9;Tiquisio;13;810;03586
211015810;800099187:6;Tipacoque;15;810;03585
211018410;800095770:2;La Montañita;18;410;02870
211018610;800095782:0;San José de la Fragua;18;610;03344
211019110;891502307:3;Buenos Aires;19;110;00235
211020310;800096597:9;González;20;310;02381
211020710;800096619:2;San Alberto;20;710;03310
211027810;818000961:0;Unión Panamericana;27;810;03678
211044110;800092788:0;El Molino;44;110;02020
211050110;800152577:1;Barranca de Upía;50;110;00186
211052110;800099062:4;Buesaco;52;110;00236
211052210;800099064:9;Contadero;52;210;00459
211054810;800070682:4;Tibú;54;810;03579
211070110;892201286:9;Buenavista - Sucre;70;110;00234
211085010;891855200:9;Aguazul;85;010;00034
211085410;800012873:7;Tauramena;85;410;03538
211105411;890983672:6;Liborina;05;411;02906
211115511;800028461:6;Pachavita;15;511;03081
211120011;800096561:4;Aguachica;20;011;00030
211150711;892099173:8;Vista Hermosa;50;711;03759
211152411;800099105:2;Linares;52;411;02907
211163111;890001879:0;Buenavista - Quindío;63;111;00233
211168211;890206058:1;Contratación;68;211;00461
211173411;800100061:0;Líbano;73;411;02905
211176111;891380033:5;Guadalajara de Buga;76;111;02392
211205212;890980767:3;Copacabana;05;212;00466
211213212;800038613:1;Córdoba - Bolívar;13;212;00468
211215212;891801363:9;Coper;15;212;00467
211219212;891501283:0;Corinto;19;212;00471
211225312;832000992:1;Granada - Cundinamarca;25;312;02385
211225612;890680059:1;Ricaurte - Cundinamarca;25;612;03264
211252612;800099127:4;Ricaurte - Nariño;52;612;03265
211263212;890001061:3;Córdoba - Quindío;63;212;00470
211305113;890983808:0;Buriticá;05;113;00239
211305313;890983728:1;Granada - Antioquia;05;313;02384
211317013;890801132:0;Aguadas - Caldas;17;013;00032
211317513;890801136:1;Pácora;17;513;03083
211319513;800095978:7;Padilla;19;513;03084
211320013;800096558:1;Agustín Codazzi;20;013;00035
211325513;899999475:4;Pacho;25;513;03082
211327413;891680281:2;Lloró;27;413;02909
211341013;891180139:9;El Agrado;41;013;01995
211350313;892099243:5;Granada - Meta;50;313;02386
211354313;890501404:1;Gramalote;54;313;02382
211368013;890210928:1;Aguada - Santander;68;013;00031
211370713;892200592:3;San Onofre;70;713;03374
211376113;891900353:1;Bugalagrande;76;113;00238
211415114;800099714:8;Busbanzá;15;114;00240
211415514;800049508:3;Páez - Boyacá;15;514;03085
211415814;800099642:6;Toca;15;814;03588
211417614;890801138:4;Riosucio - Caldas;17;614;03276
211420614;892300123:1;Río de Oro;20;614;03268
211425214;899999705:3;Cota;25;214;00534
211505315;890981162:2;Guadalupe - Antioquia;05;315;02393
211505615;890907317:2;Rionegro - Antioquia;05;615;03274
211515215;891855748:2;Corrales;15;215;00533
211525815;800093439:1;Tocaima;25;815;03589
211527615;891680079:0;Riosucio - Chocó;27;615;03277
211541615;891180040:9;Rivera;41;615;03280
211552215;800035024:1;Córdoba - Nariño;52;215;00469
211568615;890204646:3;Rionegro - Santander;68;615;03275
211570215;892280032:2;Corozal;70;215;00473
211585015;800086017:6;Chámeza;85;015;00380
211585315;800103663:8;Sácama;85;315;03295
211595015;800191431:1;Calamar - Guaviare;95;015;00283
211615516;891801240:1;Paipa;15;516;03090
211615816;800062255:9;Togüí;15;816;03591
211617616;800095461:1;Risaralda;17;616;03279
211641016;891180070:1;Aipe;41;016;00036
211673616;890702040:7;Rioblanco;73;616;03271
211676616;891900357:9;Riofrío;76;616;03272
211715317;800012631:1;Guacamayas;15;317;02388
211719517;800095980:2;Páez (Belalcázar) - Cauca;19;517;03086
211720517;800096610:7;Pailitas;20;517;03088
211723417;800096758:8;Santa Cruz de Lorica;23;417;03400
211725317;899999362:0;Guachetá;25;317;02390
211725817;899999428:8;Tocancipá;25;817;03590
211752317;800015689:1;Guachucal;52;317;02391
211768217;890205058:7;Coromoro;68;217;00472
211770717;892280063:0;San Pedro - Sucre;70;717;03378
211773217;890702023:1;Coyaima;73;217;00538
211805318;890982055:7;Guarne;05;318;02404
211815218;891857920:2;Covarachía;15;218;00536
211815518;800065593:7;Pajarito;15;518;03091
211819318;800084378:0;Guapí;19;318;02401
211819418;800051168:9;López de Micay;19;418;02910
211825518;899999704:6;Paime;25;518;03089
211825718;800094752:5;Sasaima;25;718;03432
211841518;891180194:4;Paicol;41;518;03087
211847318;891780047:4;Guamal - Magdalena;47;318;02399
211850318;800098193:6;Guamal - Meta;50;318;02400
211852418;800019112:2;Los Andes (Sotomayor);52;418;02911
211854418;890502611:4;Lourdes;54;418;02931
211854518;800007652:6;Pamplona;54;518;03100
211866318;891480025:5;Guática;66;318;02410
211868318;890208360:0;Guaca;68;318;02387
211868418;890204537:9;Los Santos;68;418;02915
211870418;892201287:6;Los Palmitos;70;418;02913
211876318;891380089:7;San Juan Bautista de Guacarí;76;318;03351
211905819;890981367:5;Toledo - Antioquia;05;819;03592
211923419;800096761:0;Los Córdobas;23;419;02912
211925019;899999450:0;Albán;25;019;00037
211941319;891180177:9;Guadalupe - Huila;41;319;02394
211952019;800099054:5;Albán (San José);52;019;00038
211973319;890702015:2;El Guamo - Tolima;73;319;02019
211986219;800018650:9;Colón - Putumayo;86;219;00427
212005120;890981567:1;Cáceres;05;120;00260
212008520;800094449:8;Palmar de Varela;08;520;03096
212013620;806001278:9;San Cristóbal;13;620;03329
212015720;800050791:3;Sativanorte;15;720;03433
212015820;891856625:1;Tópaga;15;820;03596
212025120;890680107:5;Cabrera - Cundinamarca;25;120;00257
212025320;899999701:4;Guaduas;25;320;02396
212041020;891180024:0;Algeciras;41;020;00046
212044420;825000676:1;La Jagua del Pilar;44;420;02865
212047720;819003762:9;Santa Bárbara de Pinto;47;720;03398
212052320;800099090:0;Guaitarilla;52;320;02397
212052520;800099085:3;Francisco Pizarro (Salahonda);52;520;02343
212052720;800099149:6;Sapuyes;52;720;03429
212054520;890506116:8;Pamplonita;54;520;03101
212054720;800099263:8;Sardinata;54;720;03431
212054820;890501362:0;Toledo - Norte de Santander;54;820;03593
212068020;800099455:5;Albania - Santander;68;020;00041
212068320;800099694:9;Guadalupe - Santander;68;320;02395
212068720;800099832:9;Santa Helena de Opón;68;720;03402
212068820;890205581:8;Tona;68;820;03595
212070820;892200839:7;Santiago de Tolú;70;820;03423
212073520;809002637:5;Palocabildo;73;525;03099
212076020;891901079:0;Alcalá;76;020;00042
212076520;891380007:3;Palmira;76;520;03098
212081220;800014434:6;Cravo Norte;81;220;00539
212086320;800102896:2;Orito;86;320;03072
212105021;890983701:1;Alejandría;05;021;00044
212105321;890983830:3;Guatapé;05;321;02406
212108421;890103003:4;Luruaco;08;421;02932
212115621;891801770:3;Rondón;15;621;03284
212119821;891500887:4;Toribío;19;821;03598
212120621;800096605:1;La Paz (Robles) - Cesar;20;621;02873
212152621;800099132:1;Roberto Payán (San José);52;621;03281
212168121;890205575:3;Cabrera - Santander;68;121;00258
212213222;806000701:9;Clemencia;13;222;00415
212215022;891801281:3;Almeida;15;022;00049
212215322;800013683:9;Guateque;15;322;02409
212215522;800012628:9;Panqueba;15;522;03103
212215822;800012635:0;Tota;15;822;03600
212219022;891502664:8;Almaguer;19;022;00048
212219622;800095983:4;Rosas;19;622;03285
212225322;899999442:1;Guasca;25;322;02405
212252022;800099052:0;Aldana;52;022;00043
212268322;890204979:0;Guapotá;68;322;02402
212268522;800099818:5;Palmar;68;522;03095
212273622;890700911:8;Roncesvalles;73;622;03283
212276122;891900660:6;Caicedonia;76;122;00265
212276622;891900289:6;Roldanillo;76;622;03282
212315223;800099196:2;Cubará;15;223;00541
212315723;800099441:2;Sativasur;15;723;03434
212325123;800081091:9;Cachipay;25;123;00261
212325823;800072715:8;Topaipí;25;823;03597
212350223;892000812:0;Cubarral;50;223;00542
212352323;800083672:7;Gualmatán;52;323;02398
212354223;800013237:7;Cucutilla;54;223;00545
212370523;892200312:8;San Antonio de Palmito;70;523;03316
212370823;800100751:4;Toluviejo;70;823;03594
212376823;891900985:4;Toro;76;823;03599
212415224;891802089:1;Cucaita;15;224;00543
212417524;890801141:7;Palestina - Caldas;17;524;03093
212419824;800031874:5;Totoró;19;824;03601
212425224;899999406:6;Cucunubá;25;224;00544
212425324;800011271:9;Guataquí;25;324;02407
212425524;890680173:1;Pandi;25;524;03102
212441524;891180021:9;Palermo;41;524;03092
212450124;892099232:4;Cabuyaro;50;124;00259
212452224;800099070:3;Cuaspud (Carlosama);52;224;00540
212468324;890210945:5;Guavatá;68;324;02411
212468524;800003253:2;Palmas del Socorro;68;524;03097
212470124;892200058:1;Caimito;70;124;00266
212473024;890702017:7;Alpujarra;73;024;00050
212473124;890700859:2;Cajamarca;73;124;00279
212473624;800100138:9;Rovira;73;624;03286
212499524;800103308:8;La Primavera;99;524;02879
212499624;800103318:1;Santa Rosalía;99;624;03414
212505125;890984224:4;Caicedo;05;125;00264
212505425;890980958:3;Maceo;05;425;02935
212515325;891800896:8;Guayatá;15;325;02414
212515425;891801129:1;Macanal;15;425;02933
212527025;891600062:4;Alto Baudó (Pie de Pato);27;025;00052
212527425;818000941:3;Medio Atrato;27;425;02967
212550325;800136458:6;Mapiripán;50;325;02954
212554125;800099234:4;Cácota;54;125;00263
212568425;890210947:1;Macaravita;68;425;02934
212585125;800012638:2;Hato Corozal;85;125;02421
212585225;800099425:4;Nunchía;85;225;03056
212585325;800103720:1;San Luis de Palenque;85;325;03364
212595025;800191427:1;El Retorno;95;025;02033
212615226;891855769:7;Cuítiva;15;226;00548
212625126;899999465:0;Cajicá;25;126;00281
212625326;899999395:3;Guatavita;25;326;02408
212625426;899999401:1;Machetá;25;426;02936
212641026;891180118:4;Altamira;41;026;00051
212650226;892099184:9;Cumaral;50;226;00549
212673026;890700961:6;Alvarado;73;026;00054
212673226;800100052:4;Cunday;73;226;00553
212676126;890309611:8;Calima del Darién;76;126;00290
212752227;800099066:3;Cumbal;52;227;00551
212752427;800099106:1;Magüí (Payán);52;427;02939
212768327;890207790:1;Güepsa;68;327;02415
212805628;890983736:9;Sabanalarga - Antioquia;05;628;03289
212820228;800096580:4;Curumaní;20;228;00556
212825328;800094685:1;Guayabal de Síquima;25;328;02412
212854128;890501776:6;Cáchira;54;128;00262
212876828;891900764:3;Trujillo;76;828;03610
212905129;890980447:1;Caldas - Antioquia;05;129;00285
212918029;891190431:8;Albania - Caquetá;18;029;00039
212968229;800099489:5;Curití;68;229;00555
212970429;892280057:6;Majagual;70;429;02942
213005030;890981732:0;Amagá;05;030;00055
213013030;800254879:9;Alto del Rosario;13;030;00053
213013430;800028432:2;Magangué;13;430;02938
213019130;891500864:5;Cajibío;19;130;00280
213025430;899999325:8;Madrid - Cundinamarca;25;430;02937
213025530;800074120:5;Paratebueno;25;530;03134
213027430;818000907:2;Medio Baudó;27;430;02968
213041530;891102764:1;Palestina - Huila;41;530;03094
213044430;892120020:9;Maicao;44;430;02941
213047030;819003219:0;Algarrobo;47;030;00045
213050330;892099317:1;Mesetas;50;330;02974
213063130;890000441:4;Calarcá;63;130;00284
213070230;892200740:7;Chalán;70;230;00379
213073030;800100048:4;Ambalema;73;030;00057
213076130;891380038:1;Candelaria - Valle del Cauca;76;130;00302
213085230;892099392:4;Orocué;85;230;03073
213085430;891857861:6;Trinidad;85;430;03609
213105031;890981518:0;Amalfi;05;031;00056
213105631;890980331:6;Sabaneta;05;631;03293
213115131;891801796:4;Caldas - Boyacá;15;131;00286
213115531;891801368:5;Pauna;15;531;03152
213208832;800053552:3;Tubará;08;832;03611
213215232;800099723:4;Chíquiza (San Pedro de Iguaque);15;232;00396
213215332;800099202:9;Güicán;15;332;02416
213215632;800028517:1;Saboyá;15;632;03294
213215832;800099639:3;Tununguá;15;832;03616
213219532;891502194:8;Patía (El Bordo);19;532;03138
213220032;892301541:1;Astrea;20;032;00161
213241132;891118119:9;Campoalegre;41;132;00295
213268132;890210967:7;California;68;132;00288
213268432;890205229:1;Málaga;68;432;02943
213308433;890114335:1;Malambo;08;433;02944
213313433;800095514:3;Mahates;13;433;02940
213315533;800065411:5;Paya;15;533;03153
213317433;890802505:9;Manzanares;17;433;02953
213319533;817000992:5;Piamonte;19;533;03163
213352233;800099072:8;Cumbitara;52;233;00552
213368533;800099819:2;Páramo;68;533;03132
213370233;823002595:5;El Roble;70;233;02034
213376233;800100514:5;Dagua;76;233;00558
213405034;890980342:7;Andes;05;034;00061
213405134;890982147:6;Campamento;05;134;00293
213405234;890980094:5;Dabeiba;05;234;00557
213408634;890115982:1;Sabanagrande;08;634;03288
213476834;891900272:1;Tuluá;76;834;03613
213515135;800028393:3;Campohermoso;15;135;00296
213515835;891801787:8;Turmequé;15;835;03621
213525035;890680097:1;Anapoima;25;035;00058
213525335;800094701:1;Guayabetal;25;335;02413
213525535;890680154:1;Pasca;25;535;03137
213527135;800239414:5;El Cantón de San Pablo (Managrú);27;135;02001
213544035;839000360:0;Albania - Guajira;44;035;00040
213552435;800099108:4;Mallama (Piedrancha);52;435;02945
213552835;891200916:2;Tumaco;52;835;03614
213568235;890270859:6;El Carmen de Chucurí;68;235;02005
213570235;800049826:0;Galeras;70;235;02365
213605036;890981493:5;Angelópolis;05;036;00062
213605736;890981391:2;Segovia;05;736;03435
213608436;800019218:4;Manatí;08;436;02946
213613836;890481149:0;Turbaco;13;836;03618
213615236;800131177:9;Chivor;15;236;00404
213625436;800094711:3;Manta;25;436;02952
213625736;899999415:2;Sesquilé;25;736;03443
213652036;800099055:2;Ancuya;52;036;00059
213673236;890702026:3;Dolores;73;236;00618
213676036;891900443:4;Andalucía;76;036;00060
213676736;800100527:0;Sevilla;76;736;03444
213681736;800102799:6;Saravena;81;736;03430
213685136;800103657:3;La Salina;85;136;02880
213705237;890984043:8;Don Matías;05;237;00619
213705837;890981138:5;Turbo;05;837;03620
213708137;800094462:4;Campo de la Cruz;08;137;00294
213715537;891855015:2;Paz del Río;15;537;03155
213715837;800027292:3;Tuta;15;837;03623
213719137;891501723:1;Caldono;19;137;00287
213805038;890982141:2;Angostura;05;038;00063
213805138;890982238:8;Cañasgordas;05;138;00304
213808638;800094844:4;Sabanalarga - Atlántico;08;638;03290
213813838;890481324:3;Turbaná;13;838;03619
213815238;891855138:1;Duitama;15;238;00621
213815638;800019846:1;Sáchica;15;638;03296
213820238;800096587:5;El Copey;20;238;02011
213825438;899999470:8;Medina;25;438;02966
213852838;800099152:9;Túquerres;52;838;03617
213915839;800099635:4;Tutasá;15;839;03624
213925339;800094704:1;Gutiérrez;25;339;02417
213925839;899999385:1;Ubalá;25;839;03658
213954239;800099237:6;Durania;54;239;00622
213985139;800008456:3;Maní;85;139;02949
214005040;890982489:1;Anorí;05;040;00065
214005240;890983664:7;Ebéjico;05;240;01993
214005440;890983716:1;Marinilla;05;440;02957
214013140;890481362:3;Calamar - Bolívar;13;140;00282
214013440;800095511:1;Margarita;13;440;02955
214015740;891801911:5;Siachoque;15;740;03445
214025040;899999426:3;Anolaima;25;040;00064
214025740;899999372:4;Sibaté;25;740;03446
214052240;800199959:4;Chachagüí;52;240;00377
214052540;800020324:9;Policarpa;52;540;03182
214066440;800099317:7;Marsella;66;440;02961
214085440;892099475:7;Villanueva - Casanare;85;440;03747
214091540;800103161:2;Puerto Nariño;91;540;03226
214105541;890980917:1;El Peñol - Antioquia;05;541;02023
214108141;800094466:3;Candelaria - Atlántico;08;141;00301
214117541;890801137:7;Pensilvania;17;541;03158
214125841;800095568:0;Ubaque;25;841;03659
214147541;891780048:1;Pedraza;47;541;03156
214176041;800100532:8;Ansermanuevo;76;041;00067
214205042;890907569:1;Santa Fe de Antioquia;05;042;03417
214205142;890981107:7;Caracolí;05;142;00309
214205642;890980577:0;Salgar;05;642;03304
214205842;890984575:4;Uramita;05;842;03712
214213042;806001937:4;Arenal;13;042;00090
214213442;800095466:8;María la Baja;13;442;02956
214215442;800024789:8;Maripí;15;442;02958
214215542;891856464:0;Pesca;15;542;03162
214215842;800099631:5;Úmbita;15;842;03662
214217042;890801139:1;Anserma de los Caballeros;17;042;00066
214217442;890801145:6;Marmato;17;442;02959
214219142;891501292:7;Caloto;19;142;00291
214270742;800100747:4;Sincé;70;742;03453
214305543;890982301:4;Peque;05;543;03160
214319743;800095986:6;Silvia;19;743;03449
214320443;892301761:5;Manaure (Balcón del Cesar);20;443;02948
214325743;890680437:0;Silvania;25;743;03448
214325843;899999281:2;Ubaté;25;843;03660
214354743;890506128:6;Santo Domingo de Silos;54;743;03425
214373043;890702018:4;Anzoátegui;73;043;00069
214373443;890701342:1;San Sebastián de Mariquita;73;443;03388
214376243;800100518:4;El Águila;76;243;01996
214405044;890983824:9;Anzá;05;044;00068
214413244;890480022:1;El Carmen de Bolívar;13;244;02004
214413744;890480006:1;Simití;13;744;03452
214415244;891857844:0;El Cocuy;15;244;02010
214417444;890801147:0;Marquetalia;17;444;02960
214441244;891180132:8;Elías;41;244;02048
214454344;800099241:6;Hacarí;54;344;02418
214468344;890210438:2;Hato;68;344;02420
214468444;890206696:0;Matanza;68;444;02964
214505045;890980095:2;Apartadó;05;045;00070
214505145;890984132:5;Caramanta;05;145;00310
214519845;817002675:4;Villa Rica - Cauca;19;845;03751
214520045;800096576:4;Becerril;20;045;00192
214525245;890680162:0;Mesitas del Colegio;25;245;02975
214525645;860527046:1;San Antonio del Tequendama;25;645;03317
214525745;899999384:2;Simijaca;25;745;03451
214525845;899999388:1;Une;25;845;03663
214527245;891680061:9;El Carmen de Atrato;27;245;02003
214527745;800095613:4;Sipí;27;745;03455
214547245;891780044:2;El Banco;47;245;01998
214547545;819000985:0;Pijiño del Carmen;47;545;03168
214547745;891780103:9;Sitionuevo;47;745;03460
214550245;892099001:1;El Calvario;50;245;02000
214554245;800099238:3;El Carmen;54;245;02002
214566045;891480022:3;Apía;66;045;00071
214568245;890205439:1;El Guacamayo;68;245;02017
214568745;890208807:0;Simacota;68;745;03450
214576845;800100529:5;Ulloa;76;845;03661
214615646;800016757:9;Samacá;15;646;03305
214617446;890801146:3;Marulanda;17;446;02962
214676246;800100515:2;El Cairo;76;246;01999
214705147;890985316:8;Carepa;05;147;00312
214705347;890982494:7;Heliconia;05;347;02423
214705647;890981868:3;San Andrés de Cuerquia;05;647;03312
214705847;890907515:4;Urrao;05;847;03714
214713647;890481310:0;San Estanislao;13;647;03332
214715047;800077545:5;Aquitania;15;047;00073
214718247;800095760:9;El Doncello;18;247;02012
214744847;892115155:4;Uribia;44;847;03713
214754347;800005292:9;Herrán;54;347;02424
214768147;890205119:8;Capitanejo;68;147;00306
214768547;890205383:6;Piedecuesta;68;547;03164
214773347;800100057:0;Herveo;73;347;02425
214773547;800100136:4;Piedras;73;547;03165
214776147;891900493:2;Cartago;76;147;00319
214805148;890982616:9;El Carmen de Viboral;05;148;02006
214813248;890481295:8;El Guamo -  Bolívar;13;248;02018
214815248;800031073:2;El Espino;15;248;02016
214819548;891500856:6;Piendamó;19;548;03166
214825148;899999710:0;Caparrapí;25;148;00305
214841548;891180199:0;El Pital;41;548;02029
214863548;890001181:9;Pijao;63;548;03167
214873148;800100050:1;Carmen de Apicalá;73;148;00313
214876248;800100533:5;El Cerrito;76;248;02008
214905649;890983740:9;San Carlos -  Antioquia;05;649;03324
214908549;800094457:7;Piojó;08;549;03171
214908849;800094378:3;Usiacurí;08;849;03716
214913549;800042974:0;Pinillos;13;549;03170
214925649;800093437:5;San Bernardo - Cundinamarca;25;649;03320
214941349;891180019:3;Hobo;41;349;02427
214968549;890204265:0;Pinchote;68;549;03169
214973349;800100058:8;Honda;73;349;02429
214973449;890701933:4;Melgar;73;449;02971
214986749;891201645:6;Sibundoy;86;749;03447
215005150;890984068:1;Carolina del Príncipe;05;150;00316
215005250;890984221:2;El Bagre;05;250;01997
215013650;800037166:6;San Fernando;13;650;03333
215015550;800066389:5;Pisba;15;550;03172
215017050;890801142:4;Aranzazu;17;050;00075
215018150;800095754:4;Cartagena del Chairá;18;150;00318
215019050;891500725:1;Argelia -  Cauca;19;001;00092
215019450;891502397:6;Mercaderes;19;450;02972
215020250;800096592:2;El Paso;20;250;02021
215020550;800096613:9;Pelaya;20;550;03157
215020750;800096623:2;San Diego;20;750;03330
215023350;812001681:6;La Apartada;23;350;02850
215027050;818000395:1;Atrato;27;050;00163
215027150;818001341:9;Carmen del Darién;27;150;00315
215027250;818000002:2;Litoral del San Juan (Santa Genoveva de D.);27;250;02908
215027450;818001206:2;Medio San Juan;27;450;02969
215044650;892115179:0;San Juan del Cesar;44;650;03357
215050150;800098190:4;Castilla la Nueva;50;150;00328
215050350;892099234:9;La Macarena;50;350;02867
215050450;800172206:1;Puerto Concordia;50;450;03216
215052250;800099076:7;El Charco;52;250;02009
215054250;800138959:3;El Tarra;54;250;02040
215068250;800213967:3;El Peñón - Santander;68;250;02027
215076250;891901223:5;El Dovio;76;250;02014
215085250;800103659:8;Paz de Ariporo;85;250;03154
215105051;890985623:4;Arboletes;05;051;00082
215115051;800063791:1;Arcabuco;15;051;00083
215125151;899999462:9;Cáqueza;25;151;00308
215125851;899999407:3;Útica;25;851;03717
215141551;891180077:0;Pitalito;41;551;03174
215147551;891780050:7;Pivijay;47;551;03175
215150251;892099278:2;El Castillo;50;251;02007
215152051;800099058:4;Arboleda - Berruecos;52;051;00080
215154051;890501436:7;Arboledas;54;051;00081
215168051;890205334:5;Aratoca;68;051;00076
215205652;800022791:4;San Francisco - Antioquia;05;652;03334
215213052;890480254:1;Arjona;13;052;00095
215252352;800099092:5;Iles;52;352;02503
215268152;890210933:7;Carcasí;68;152;00311
215273152;890702021:7;Casabianca;73;152;00327
215273352;800100059:5;Icononzo;73;352;02502
215305353;890984986:8;Hispania;05;353;02426
215315753;891855016:1;Soatá;15;753;03462
215317653;890801131:3;Salamina - Caldas;17;653;03299
215318753;800095785:2;San Vicente del Caguán;18;753;03391
215325053;800093386:8;Arbeláez;25;053;00079
215325653;800094751:8;San Cayetano - Cundinamarca;25;653;03327
215347053;891780041:0;Aracataca;47;053;00074
215354553;800250853:1;Puerto Santander;54;553;03232
215405154;890906445:2;Caucasia;05;154;00330
215405854;890981106:1;Valdivia;05;854;03718
215413654;800026685:1;San Jacinto - Bolívar;13;654;03338
215425154;899999367:7;Carmen de Carupa;25;154;00314
215425754;800094755:7;Soacha;25;754;03461
215452254;814002243:5;El Peñol - Nariño;52;254;02024
215452354;800019005:2;Imués;52;354;02508
215473854;800100143:6;Valle de San Juan;73;854;03721
215476054;891901019:9;Argelia - Valle del Cauca;76;054;00093
215505055;890981786:8;Argelia - Antioquia;05;055;00091
215513655;806003884:1;San Jacinto del Cauca;13;655;03339
215515455;800029660:1;Miraflores - Boyacá;15;455;02999
215515755;800026911:1;Socotá;15;755;03477
215519355;800004741:1;Inzá;19;355;02815
215519455;891500841:6;Miranda;19;455;03001
215523555;800096765:1;Planeta Rica;23;555;03177
215523855;800096808:8;Valencia;23;855;03719
215544855;800059405:6;Urumita;44;855;03715
215547555;891780051:4;Plato;47;555;03178
215568255;890208199:0;El Playón;68;255;02030
215568655;890204643:1;Sabana de Torres;68;655;03287
215568755;890203688:8;Socorro;68;755;03476
215568855;890205460:5;Valle de San José;68;855;03720
215573055;890700982:0;Armero - Guayabal;73;055;00098
215573555;800100137:1;Planadas;73;555;03176
215586755;800102903:6;San Francisco - Putumayo;86;755;03336
215605656;890920814:5;San Jerónimo;05;656;03340
215605756;890980357:7;Sonsón;05;756;03484
215605856;890984186:2;Valparaíso - Antioquia;05;856;03724
215618256;800095763:0;El Paujil;18;256;02022
215618756;800095786:1;Solano;18;765;03480
215619256;891500978:6;El Tambo - Cauca;19;256;02038
215652256;800099079:9;El Rosario;52;256;02036
215652356;800099095:7;Ipiales;52;356;02816
215666456;800031075:7;Mistrató;66;456;03002
215713657;800037175:2;San Juan Nepomuceno;13;657;03358
215715757;800099210:8;Socha;15;757;03463
215741357;891180131:0;Iquira;41;357;02817
215786757;800252922:9;San Miguel - Putumayo;86;757;03370
215805658;800022618:8;San José de la Montaña;05;658;03345
215805858;890985285:8;Vegachí;05;858;03726
215808558;800076751:1;Polonuevo;08;558;03186
215808758;890106291:2;Soledad;08;758;03481
215813458;800254722:1;Montecristo;13;458;03011
215825258;899999460:4;El Peñón -  Cundinamarca;25;258;02026
215825658;899999173:5;San Francisco -  Cundinamarca;25;658;03335
215825758;899999468:2;Sopó;25;758;03487
215847058;891702186:7;Ariguaní;47;058;00094
215847258;891780049:9;El Piñón;47;258;02028
215852258;800099080:7;El Tablón de Gómez;52;258;02037
215905059;890983763:8;Armenia - Antioquia;05;059;00097
215905659;800013676:7;San Juan de Urabá;05;659;03356
215915759;891855130:1;Sogamoso;15;759;03479
215941359;800097098:1;Isnos;41;359;02819
216005360;890980093:8;Itagüí;05;360;02821
